id,Product_code,UPC_code,Manufacturer,Model,Product_name,shortDescription,longDescription,additionalImageURLs,Product_type_code,Image_URL,Thumbnail,Color,Selling_Price,Regular_Price,Primary_Category_ID,Sales_rank_short,Sales_rank_medium,Sales_rank_long,Bestseller_rank,OnSale,TopRated,AvailableInStore,FreeShipping,AverageReviewRating,ReviewCount,created_at,updated_at,cat1,cat2,cat3,cat4,cat5
544,6344795,8.13E+11,JLab Audio,EBJBUDSBANDRBLK6,JLab Audio - JBuds Band Wireless In-Ear Headphones - Black,Bluetooth wireless connectionOn-cable microphoneEarbuds,"Control your audio experience with this Jbuds Bands wireless headset. Bluetooth 5 technology delivers CD-like sound via the soft, angled earbuds designed to snugly fit into your ear. This Jbuds Bands wireless headset vibrates when a call comes in, making it convenient for you to leave your workspace without missing important calls call.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344795fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344795_r.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344795_rb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344795cv11d.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344795_rd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344795ld.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344795_ra.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344795_r.gif,Black,29.99,29.99,63,NULL,NULL,NULL,NULL,0,0,1,0,4.3,104,21/01/2020 15:31,28/01/2020 14:30,Audio,Headphones,All Headphones,,
545,6344796,8.13E+11,JLab Audio,HBASTUDIORBLK4,JLab Audio - Studio Wireless On-Ear Headphones - Black,Bluetooth wireless connectionBuilt-in microphoneKid's headphones,"Add a soundtrack to your life with these JLab Audio Studio wireless on-ear headphones. Powerful drivers deliver impressively detailed audio, and three EQ settings let you customize your listening experience. These JLab Audio Studio wireless on-ear headphones offer up to 30 hours of use per charge and have soft Cloud Foam earcups that let you listen in comfort.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344796fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344796_r.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344796_rb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344796cv12d.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344796_rd.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344796_ra.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344796_r.gif,Black,29.99,29.99,63,NULL,NULL,NULL,NULL,0,0,1,0,4.5,178,21/01/2020 15:31,28/01/2020 14:30,Audio,Headphones,All Headphones,,
546,6344797,8.13E+11,JLab Audio,HBASTUDIORWHT4,JLab Audio - Studio Wireless On-Ear Headphones - White,Bluetooth wireless connectionBuilt-in microphone,"Enjoy music for hours with these JLab Studio white wireless headphones. The long battery life provides more than 30 hours of playtime, and the foam earcups are built for long-lasting comfort. These JLab Studio white wireless headphones are adjustable for an optimal fit, and the size provides easy storage and portability.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344797fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344797_r.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344797_rb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344797cv12d.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344797_rd.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344797_ra.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344797_r.gif,White,29.99,29.99,63,NULL,NULL,NULL,NULL,0,0,1,0,4.5,178,21/01/2020 15:31,28/01/2020 14:30,Audio,Headphones,All Headphones,,
547,6344798,8.13E+11,JLab Audio,HASTUDIORBLK4,JLab Audio - Studio Wired On-Ear Headphones - Black,Wired connection available via provided headphones cableBuilt-in microphone,"Take music on the go with these black JLab Audio Studio on-ear headphones. A built-in microphone supports hands-free calls, while Cloud Foam ear tips provide all-day comfort. The foldable and adjustable hinges offer increased portability. Control audio playback and phone calls with the in-line remote on these JLab Audio Studio on-ear headphones.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344798fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344798_r.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344798_rb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344798cv12d.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344798_rd.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344798_ra.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344798_r.gif,Black,19.99,19.99,63,NULL,NULL,NULL,NULL,0,0,1,0,4.5,47,21/01/2020 15:31,28/01/2020 14:30,Audio,Headphones,All Headphones,,
548,6344799,8.13E+11,JLab Audio,HASTUDIORGRYBLU4,JLab Audio - Studio Wired On-Ear Headphones - Gray/Blue,Wired connection available via provided headphones cableBuilt-in microphone,"Experience convenience and flexibility with these blue-and-gray JLab Studio on-ear headphones. The adjustable and foldable hinges add portability, and the Cl oud Foam ear cups offer comfort. These JLab Studio on-ear headphones have a built-in microphone for hands-free communication, and the in-line remote makes controlling phone calls and music quick and easy.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344799fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344799_r.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344799_rb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344799cv12d.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344799_rd.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344799_ra.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344799_r.gif,Gray/Blue,19.99,19.99,63,NULL,NULL,NULL,NULL,0,0,1,0,4.5,47,21/01/2020 15:31,28/01/2020 14:30,Audio,Headphones,All Headphones,,
549,6344808,8.17E+11,SaharaCase,SB-C-A-AP-C,SaharaCase - Case Kit for Apple AirPods - Navy Blue,"Compatible with Apple AirPods (1st and 2nd Gen); silicone material; dustproof bottom plug cover; detachable chain hook, headphone wire, and ear hooks included","Protect your Apple Airpods' charging case with this SaharaCase SaharaBasics silicon case kit. The slim, form-fitting design allows for easy installation and continuous use without added bulk. Due to the ear hooks and soft ear tips included in this SaharaCase SaharaBasics silicon case kit, AirPods are kept comfortably anchored in your ears during exercise and other activities.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344808_sb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344808fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344808_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344808_sb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344808cv12d.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344808_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344808_s.gif,Navy Blue,19.99,19.99,63,NULL,NULL,NULL,NULL,0,1,1,0,4.6,64,21/01/2020 15:31,28/01/2020 14:30,Audio,Headphones,Headphone Accessories,Headphone Cases,
550,6344829,8.17E+11,SaharaCase,SB-C-A-AP-B,SaharaCase - Case Kit for Apple AirPods - Oasis Teal,"Compatible with Apple AirPods (1st and 2nd Gen); silicone material; dustproof bottom plug cover; detachable chain hook, headphone wire, and ear hooks included","Add an extra layer of protection to your headphones with this SaharaCase silicone case kit for Apple Airpods. The robust silicon case is durable and guards against scratches and dirt, while the slim form-fitting design enhances portability and simplifies installation. This SaharaCase silicone case kit includes innovative ear hooks that ensure the Airpods are firmly held in place.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344829_sb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344829fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344829_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344829_sb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344829cv12d.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344829_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344829_s.gif,Oasis Teal,19.99,19.99,63,NULL,NULL,NULL,NULL,0,1,1,0,4.6,64,21/01/2020 15:31,28/01/2020 14:30,Audio,Headphones,Headphone Accessories,Headphone Cases,
551,6344830,8.17E+11,SaharaCase,SB-C-A-AP-A,SaharaCase - Case Kit for Apple AirPods - Black,"Compatible with Apple AirPods (1st and 2nd Gen); silicone material; dustproof bottom plug cover; detachable chain hook, headphone wire, and ear hooks included","Protect listening equipment on the go with this SaharaCase SaharaBasics case for Apple AirPods. Contents include ear hooks and a chain hook for comfortable listening sessions, and the silicon exterior protects pods from scratches. This SaharaCase SaharaBasics case for Apple AirPods includes ear tips to increase isolation for clear and deep sound.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344830_sb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344830fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344830_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344830_sb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344830cv11d.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344830_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6344/6344830_s.gif,Black,19.99,19.99,63,NULL,NULL,NULL,NULL,0,1,1,0,4.6,64,21/01/2020 15:31,28/01/2020 14:30,Audio,Headphones,Headphone Accessories,Headphone Cases,
552,6346651,46838070716,JVC,HASR185B,JVC - HA SR185 Wired On-Ear Headphones - Black,Wired connection available via provided headphones cableOn-cable microphone,"Enjoy deep bass with these black JVC foldable on-ear headphones. The 30mm neodymium drivers deliver high-quality sound and minimal distortion, and a two-way foldable design allows compact portability. Switch from listening to music to taking an important call with the mic and remote on these black JVC foldable on-ear headphones.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346651fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346651_r.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346651_rb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346651cv11d.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346651_rd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346651ld.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346651_ra.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346651_r.gif,Black,14.99,19.99,63,NULL,NULL,NULL,NULL,1,0,1,1,4.3,134,21/01/2020 15:31,28/01/2020 14:30,Audio,Headphones,All Headphones,,
553,6346658,46838079405,JVC,HAS35BTA,JVC - HA S35BT Wireless On-Ear Headphones - Blue,Bluetooth wireless connectionBuilt-in microphone,"Experience uncompromising sound with these JVC wireless on-ear headphones. The built-in battery delivers 17 hours of carefree listening without worrying about recharging. A bass boost function supports a balanced sound quality with good bass response. These JVC wireless on-ear headphones feature a mic and in-line controls, making picking calls and controlling music convenient.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346658fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346658_r.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346658_rb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346658cv11d.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346658_rd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346658ld.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346658_ra.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346658_r.gif,Blue,39.99,49.99,63,NULL,NULL,NULL,NULL,1,0,1,1,4.2,152,21/01/2020 15:31,28/01/2020 14:30,Audio,Headphones,All Headphones,,
554,6346660,46838079412,JVC,HAS35BTB,JVC - HA S35BT Wireless On-Ear Headphones - Black,Bluetooth wireless connectionBuilt-in microphone,"Listen to music and talk hands-free with these JVC Deep Bass wireless headphones. Powerful drivers deliver sharp, lifelike audio, while the Bass Boost feature helps you feel the beat by enhancing low-end frequencies. These JVC Deep Bass wireless headphones have integrated microphones and on-ear controls for making and receiving hands-free calls.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346660fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346660_r.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346660_rb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346660cv11d.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346660_rd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346660ld.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346660_ra.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346660_r.gif,Black,39.99,49.99,63,NULL,NULL,NULL,NULL,1,0,1,1,4.2,152,21/01/2020 15:31,28/01/2020 14:30,Audio,Headphones,All Headphones,,
555,6346736,46838070822,JVC,JVC HAENR15B,JVC - HA ENR15 Gumy Sport Wired In-Ear Headphones - Red/Black,Intended for sports and exerciseWired connection available via provided headphones cableOn-cable microphoneEarbuds,"Enjoy music while exercising with these JVC Gumy Sport in-ear headphones featuring a one-button remote and 3.3-ft. color cord. A built-in microphone allows for hands-free calls, and the nozzle-fit earpiece provides a secure fit during intense workouts. These JVC Gumy Sport in-ear headphones are sweat-proof, ideal for keeping up with an active lifestyle.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346736_sd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346736fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346736_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346736_sb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346736cv11d.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346736_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346736_s.gif,Red/Black,19.99,19.99,63,NULL,NULL,NULL,NULL,0,0,1,1,3.9,81,21/01/2020 15:31,28/01/2020 14:30,Audio,Headphones,All Headphones,,
556,6346739,8.79E+11,Skullcandy,S2IMY-M448,Skullcandy - Ink'D+ Wired In-Ear Headphones - Black,Wired connection available via provided headphones cableOn-cable microphoneEarbuds,"Immerse yourself in the absorbing sound quality of these Skullcandy Ink'd 2 earbuds. The noise-isolating fit mutes ambient sounds, and the in-line microphone lets you take calls with a single press of a button. These Skullcandy Ink'd 2 earbuds feature a flat cable to minimize tangles and soft silicone tips for comfortable wearing.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346739_sd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346739fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346739_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346739_sb.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346739_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346739_s.gif,Black,17.99,17.99,63,NULL,NULL,NULL,NULL,0,0,1,0,4.4,519,21/01/2020 15:31,28/01/2020 14:30,Audio,Headphones,All Headphones,,
557,6346740,8.79E+11,Skullcandy,S2IMY-M687,Skullcandy - Ink'D+ Wired In-Ear Headphones - Moss Green,Wired connection available via provided headphones cableOn-cable microphoneEarbuds,"Listen to your favorite tunes with these Skullcandy Ink'd+ earbuds. The straight cable design avoids tangling, while the soft silicone tips fit snugly to ensure comfort and cancel background noises. These Skullcandy Ink'd+ earbuds come with a microphone for hands-free calling, and the 11mm drivers deliver an exceptional acoustic performance.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346740_sd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346740fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346740_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346740_sb.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346740_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346740_s.gif,Moss Green,17.99,17.99,63,NULL,NULL,NULL,NULL,0,0,1,0,4.4,519,21/01/2020 15:31,28/01/2020 14:30,Audio,Headphones,All Headphones,,
558,6346744,8.79E+11,Skullcandy,S2IMY-M686,Skullcandy - Ink'D+ Wired In-Ear Headphones - Cobalt Blue,Wired connection available via provided headphones cableOn-cable microphoneEarbuds,"Listen to music, podcasts and other audio with this set of SkullCandy cobalt blue earbuds. The cushy ear gels are flexible to provide a great fit for a wide range of ear shapes and sizes. This set of SkullCandy cobalt blue earbuds are wireless to provide enhanced freedom of movement.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346744_sd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346744fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346744_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346744_sb.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346744_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346744_s.gif,Cobalt Blue,17.99,17.99,63,NULL,NULL,NULL,NULL,0,0,1,0,4.4,519,21/01/2020 15:31,28/01/2020 14:30,Audio,Headphones,All Headphones,,
559,6346745,8.79E+11,Skullcandy,S2IMY-M685,Skullcandy - Ink'D+ Wired In-Ear Headphones - Moab Red,Wired connection available via provided headphones cableOn-cable microphoneEarbuds,"Enjoy your personal playlist wherever you go with these Skullcandy Ink&#8217;d+ wired earbuds. In-line controls provide quick volume adjustment, track skipping and call management, and the built-in microphone enables hands-free phone calls. The noise-isolating fit of these Skullcandy Ink&#8217;d+ wired earbuds ensures sound clarity during music playback and phone conversations.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346745_sd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346745fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346745_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346745_sb.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346745_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346745_s.gif,Moab Red,17.99,17.99,63,NULL,NULL,NULL,NULL,0,0,1,0,4.4,519,21/01/2020 15:31,28/01/2020 14:30,Audio,Headphones,All Headphones,,
560,6346957,17817806411,Bose?,789564-0050,Bose? - QuietComfort 35 Wireless Noise Cancelling Headphones II - Rose Gold,QC35II headphones and QC35 II headphonesRenowned noise cancelling headphones - with Bose ARWireless with wired connection also available via provided audio cableBluetooth built inGoogle Assistant and Alexa built in,"The Bose QuietComfort&#174; 35 wireless noise cancelling headphones II are known for their ability to clear away noisy distractions, so you can focus on what matters most with two levels of active noise cancellation. With your Google Assistant and Amazon Alexa built-in, you can control music, send and receive texts, and get answers using just your voice. Be free from wires by connecting to your devices with Bluetooth&#174; and NFC pairing, and enjoy up to 20 hours of wireless listening per charge. And they feature Bose AR, a first-of-its-kind audio augmented reality platform. Now in limited-edition rose gold.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346957_sd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346957fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346957_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346957_sb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346957cv11d.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346957ld.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346957_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6346/6346957_s.gif,Rose Gold,349.99,349.99,63,NULL,NULL,NULL,NULL,0,1,1,1,4.8,5951,21/01/2020 15:31,28/01/2020 14:30,Audio,Headphones,All Headphones,,
561,6347460,8.87E+11,Samsung,SM-R170NZKAXAR,Samsung - Galaxy Buds True Wireless Earbud Headphones - Black,True wireless technology; no wires connecting the earpiecesBluetooth wireless connectionBuilt-in microphoneEarbuds,"Upgrade your audio entertainment with these Samsung Galaxy Buds True Wireless Earbud Headphones. Optimized drivers offer enveloping bass and a wide range of sounds, while Bluetooth technology makes for convenient wireless connectivity. These Samsung Galaxy Buds earbuds feature adaptive dual microphones that help enhance speech clarity regardless of surrounding noises and an ergonomic, compact design for exceptional comfort and portability.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347460_sd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347460fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347460_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347460_sb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347460cv11d.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347460_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347460_s.gif,Black,129.99,129.99,63,NULL,NULL,NULL,NULL,0,0,1,1,4.5,3385,21/01/2020 15:31,28/01/2020 14:30,Audio,Headphones,All Headphones,,
562,6347626,4.05E+12,3M,UU004690648,3M - Peltor ProTac Hunter (Slim) Wired Noise Cancelling Over-the-Ear Headphones - Green,Wired connectionActive Noise Cancellation,"Upgrade safety for your ears with this 3M Peltor ProTac Hunter headset. Environmental microphones filter sounds to deliver an impressive ambient listening experience, while soft cushioning around the ears enhances comfort. This 3M Peltor ProTac Hunter headset features an adjustable design for a precise fit and a 3.5mm listen-only stereo output for connectivity.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347626_sd.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347626fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347626_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347626_sb.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347626_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347626_s.gif,Green,89.99,89.99,63,NULL,NULL,NULL,NULL,0,NULL,1,1,NULL,NULL,21/01/2020 15:31,28/01/2020 14:30,Audio,Headphones,All Headphones,,
563,6347765,7.32E+12,3M,XH001679121,3M - Peltor WS Tactical Sport Bluetooth Headset - Orange/Hunter Green,Compatible with most Bluetooth-enabled devices; noise cancellation,"Enhance communications at the workplace with this 3M Peltor WS Tactical Sport communications headset. Bluetooth technology facilitates connectivity with compatible devices, while quality stereo speakers ensure the reproduction of clear sounds regardless of background noises. This 3M Peltor WS Tactical Sport communications headset features foam and liquid-filled cushions for comfort and an adjustable headband for a secure fit.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347765_sb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347765fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347765_s.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347765_sb.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347765_sa.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347765_s.gif,Orange/Hunter Green,499.99,499.99,63,NULL,NULL,NULL,NULL,0,NULL,1,1,NULL,NULL,21/01/2020 15:31,28/01/2020 14:30,Audio,Headphones,All Headphones,,
564,6347770,8.41E+11,Catalyst,19546VRP,Catalyst - Case for Apple AirPods - Sunset Orange,Compatible with Apple AirPods (1st and 2nd Gen); wireless/Qi charging supported; silicone material; scratch protection; water-resistant construction; minimalist design; detachable carabiner included,"Take wireless earbuds to the beach in this Catalyst case for Apple AirPods. A premium silicone construction protects against scratches and accidental drops, and a sealed design keeps your earbuds safe and dry. This Catalyst case provides easy access to Lightning ports and includes a detachable carabiner that clips onto belt loops and backpacks for easy portability.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347770fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347770_r.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347770_rb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347770cv11d.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347770_rd.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347770_ra.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347770_r.gif,Sunset Orange,24.99,24.99,63,NULL,NULL,NULL,NULL,0,0,1,0,4.8,12,21/01/2020 15:31,28/01/2020 14:30,Audio,Headphones,Headphone Accessories,Headphone Cases,
565,6347793,8.41E+11,Catalyst,19547VRP,Catalyst - Case for Apple AirPods - Glacier Blue,Compatible with Apple AirPods (1st and 2nd Gen); wireless/Qi charging supported; silicone material; scratch protection; water-resistant construction; minimalist design; detachable carabiner included,"Protect and secure your Apple AirPods with this Catalyst case. The durable silicone construction provides cushioning against drops and shocks, while a customized design lets you easily access the charging port. This Catalyst case keeps out water, snow and debris, which helps your device retain a pristine appearance.",https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347793fp.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347793_r.gif|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347793_rb.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347793cv11d.jpg|https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347793_rd.jpg,test,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347793_ra.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347793_r.gif,Glacier Blue,24.99,24.99,63,NULL,NULL,NULL,NULL,0,0,1,0,4.8,12,21/01/2020 15:31,28/01/2020 14:30,Audio,Headphones,Headphone Accessories,Headphone Cases,
